gene_id	PreFe_reads	T2_reads	T12_reads	T42_reads	gene_length	gene_product_name	COG	Pfam	Tigrfam	Enzyme	KO	IMG_Term	count_transmembrane_helices	count_hememotif_CXXCH	count_hememotif_CXXXCH	scaffold_id	start_coord	end_coord	strand 
2264876470	196	116	19	51	534	adenine phosphoribosyltransferase	COG0503 - Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein<br/><br/>	pfam00156 - Pribosyltran<br/><br/>	TIGR01090 - adenine phosphoribosyltransferase<br/><br/>	EC:2.4.2.7 - Adenine phosphoribosyltransferase.<br/><br/>	"KO:K00759 - APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]<br/><br/>"	1830 - adenine phosphoribosyltransferase (EC 2.4.2.7)<br/><br/>		0	0	2264867494	42273	42806	-
2264876471	541	345	84	142	1671	"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain"	"COG0739 - Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain<br/><br/>"	pfam01476 - LysM<br/><br/>pfam01551 - Peptidase_M23<br/><br/>						0	0	2264867494	42796	44466	-
2264876472	358	264	51	81	627	"membrane protein YqaA, SNARE-associated domain"	"COG1238 - Uncharacterized membrane protein YqaA, SNARE-associated domain<br/><br/>"	pfam09335 - SNARE_assoc<br/><br/>					4	0	0	2264867494	44468	45094	-
2264876473	352	235	55	126	642	protein-L-isoaspartate(D-aspartate) O-methyltransferase	COG2518 - Protein-L-isoaspartate O-methyltransferase<br/><br/>	pfam01135 - PCMT<br/><br/>	TIGR00080 - protein-L-isoaspartate(D-aspartate) O-methyltransferase<br/><br/>	EC:2.1.1.77 - Protein-L-isoaspartate(D-aspartate) O-methyltransferase.<br/><br/>	"KO:K00573 - E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]<br/><br/>"			0	0	2264867494	45121	45762	-
2264876474	23	18	8	9	77	(tRNA )								0	0	2264867494	45814	45890	-
2264876475	219	210	40	116	381	"DNA-binding transcriptional regulator, MerR family"	"COG0789 - DNA-binding transcriptional regulator, MerR family<br/><br/>"	pfam13411 - MerR_1<br/><br/>						0	0	2264867494	46078	46458	-
2264876476	278	339	74	188	285	integration host factor subunit alpha	COG0776 - Bacterial nucleoid DNA-binding protein<br/><br/>	pfam00216 - Bac_DNA_binding<br/><br/>	"TIGR00987 - integration host factor, alpha subunit<br/><br/>"		"KO:K04764 - ihfA, himA; integration host factor subunit alpha<br/><br/>"			0	0	2264867494	46455	46739	-
2264876477	140	149	19	50	387	hypothetical protein								0	0	2264867494	46852	47238	-
2264876478	51	64	23	31	294	conserved hypothetical protein (putative transposase or invertase)		pfam12784 - PDDEXK_2<br/><br/>	TIGR01784 - conserved hypothetical protein (putative transposase or invertase)<br/><br/>					0	0	2264867495	2	295	-
2264876479	456	269	57	124	1584	bacterial peptide chain release factor 3 (bRF-3)	COG4108 - Peptide chain release factor RF-3<br/><br/>	pfam00009 - GTP_EFTU<br/><br/>pfam16658 - RF3_C<br/><br/>	TIGR00484 - translation elongation factor EF-G<br/><br/>TIGR00503 - peptide chain release factor 3<br/><br/>TIGR00231 - small GTP-binding protein domain<br/><br/>		KO:K02837 - prfC; peptide chain release factor 3<br/><br/>	2550 - bacterial peptide chain release factor 3 (bRF-3)<br/><br/>		0	0	2264867495	569	2152	+
2264876480	484	368	75	182	1179	6-phosphofructokinase 1	COG0205 - 6-phosphofructokinase<br/><br/>	pfam00365 - PFK<br/><br/>		EC:2.7.1.11 - 6-phosphofructokinase.<br/><br/>	"KO:K00850 - pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]<br/><br/>"			0	0	2264867495	2182	3360	+
2264876481	186	155	40	79	936	thioredoxin reductase (NADPH)	COG0492 - Thioredoxin reductase<br/><br/>	pfam07992 - Pyr_redox_2<br/><br/>	TIGR01292 - thioredoxin-disulfide reductase<br/><br/>	EC:1.8.1.9 - Thioredoxin-disulfide reductase.<br/><br/>	KO:K00384 - trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]<br/><br/>			0	0	2264867495	3620	4555	-
2264876482	593	420	75	206	1701	Beta-mannanase		pfam00553 - CBM_2<br/><br/>pfam02156 - Glyco_hydro_26<br/><br/>						0	0	2264867495	4783	6483	-
2264876483	105	82	13	51	402	Uncharacterized low-complexity proteins		pfam00805 - Pentapeptide<br/><br/>						0	0	2264867495	6493	6894	-
2264876484	102	101	18	44	633	hypothetical protein							5	0	0	2264867495	7054	7686	+
2264876485	109	60	15	26	723	PAP2 superfamily protein		pfam01569 - PAP2<br/><br/>					6	0	0	2264867495	7689	8411	+
2264876486	34	25	6	14	420	anti-anti-sigma factor	COG1366 - Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)<br/><br/>	pfam01740 - STAS<br/><br/>	TIGR00377 - anti-anti-sigma factor<br/><br/>					0	0	2264867495	8408	8827	+
2264876487	219	126	28	44	1806	cellulose synthase (UDP-forming)	"COG1215 - Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase<br/><br/>"	pfam00535 - Glycos_transf_2<br/><br/>		EC:2.4.1.12 - Cellulose synthase (UDP-forming).<br/><br/>	KO:K00694 - bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]<br/><br/>		6	0	0	2264867495	8824	10629	+
2264876488	129	61	18	31	1341	Protein of unknown function (DUF3131)		pfam11329 - DUF3131<br/><br/>					1	0	0	2264867495	10626	11966	+
2264876489	45	19	3	13	90	hypothetical protein								0	0	2264867495	12014	12103	+
2264876490	67	47	9	17	537	hypothetical protein							1	0	0	2264867495	12413	12949	+
2264876491	311	149	43	83	1434	Protein of unknown function (DUF3131)		pfam11329 - DUF3131<br/><br/>					1	0	0	2264867495	12952	14385	+
2264876492	274	180	42	79	2175	hypothetical protein							1	0	0	2264867495	14382	16556	+
2264876493	6	9	0	2	76	(tRNA )								0	0	2264867495	16657	16732	+
2264876494	76	73	18	30	660	"Predicted metal-dependent phosphohydrolase, HD superfamily"	"COG4339 - Predicted metal-dependent phosphohydrolase, HD superfamily<br/><br/>"							0	0	2264867495	16821	17480	+
2264876495	85	215	48	100	366	"transcriptional regulator, TraR/DksA family"	COG1734 - RNA polymerase-binding transcription factor DksA<br/><br/>	pfam01258 - zf-dskA_traR<br/><br/>	TIGR02420 - RNA polymerase-binding protein DksA<br/><br/>		KO:K06204 - dksA; DnaK suppressor protein<br/><br/>	"2465 - transcriptional regulator, TraR/DksA family<br/><br/>"		0	0	2264867495	17772	18137	+
2264876496	25	61	12	24	282	acylphosphatase	COG1254 - Acylphosphatase<br/><br/>	pfam00708 - Acylphosphatase<br/><br/>		EC:3.6.1.7 - Acylphosphatase.<br/><br/>	KO:K01512 - acyP; acylphosphatase [EC:3.6.1.7]<br/><br/>			0	0	2264867495	18262	18543	-
2264876497	188	149	26	46	1596	2-isopropylmalate synthase	COG0119 - Isopropylmalate/homocitrate/citramalate synthases<br/><br/>	pfam08502 - LeuA_dimer<br/><br/>pfam00682 - HMGL-like<br/><br/>	TIGR00977 - citramalate synthase<br/><br/>	EC:2.3.3.13 - 2-isopropylmalate synthase.<br/><br/>	KO:K01649 - leuA; 2-isopropylmalate synthase [EC:2.3.3.13]<br/><br/>			0	0	2264867495	18595	20190	+
2264876498	42	34	12	3	654	"cob(II)yrinic acid a,c-diamide reductase"	COG0778 - Nitroreductase<br/><br/>	pfam00881 - Nitroreductase<br/><br/>	"TIGR02476 - 5,6-dimethylbenzimidazole synthase<br/><br/>"	"EC:1.13.11.79 - 5,6-dimethylbenzimidazole synthase.<br/><br/>"	"KO:K04719 - bluB; 5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]<br/><br/>"	"1796 - cob(II)yrinic acid a,c-diamide reductase (EC 1.16.8.1)<br/><br/>"		0	0	2264867495	20192	20845	+
2264876499	109	109	21	27	1419	adenosylcobyric acid synthase (glutamine-hydrolysing)	COG1492 - Cobyric acid synthase<br/><br/>	pfam01656 - CbiA<br/><br/>pfam07685 - GATase_3<br/><br/>	TIGR00313 - cobyric acid synthase CobQ<br/><br/>	EC:6.3.5.10 - Adenosylcobyric acid synthase (glutamine-hydrolyzing).<br/><br/>	"KO:K02232 - cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]<br/><br/>"	1795 - adenosylcobyric acid synthase (glutamine-hydrolysing) (EC 6.3.5.10)<br/><br/>		0	0	2264867495	20835	22253	+
2264876500	116	116	24	36	903	adenosylcobinamide-phosphate synthase	COG1270 - Cobalamin biosynthesis protein CobD/CbiB<br/><br/>	pfam03186 - CobD_Cbib<br/><br/>	TIGR00380 - cobalamin biosynthesis protein CobD<br/><br/>	EC:6.3.1.10 - Adenosylcobinamide-phosphate synthase.<br/><br/>	"KO:K02227 - cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]<br/><br/>"		3	0	0	2264867495	22430	23332	+
2264876501	35	24	5	7	189	hypothetical protein								0	0	2264867495	23346	23534	+
2264876502	216	202	35	45	954	L-threonine O-3-phosphate decarboxylase	COG0079 - Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase<br/><br/>	pfam00155 - Aminotran_1_2<br/><br/>		"EC:6.3.5.9 - Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing).<br/><br/>EC:6.3.5.11 - Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing).<br/><br/>"	"KO:K02224 - cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]<br/><br/>KO:K02225 - cobC1, cobC; cobalamin biosynthetic protein CobC<br/><br/>"	1787 - L-threonine O-3-phosphate decarboxylase (EC 4.1.1.81)<br/><br/>		0	0	2264867495	23524	24477	+
2264876503	175	152	27	70	204	hypothetical protein								0	0	2264867495	24605	24808	+
2264876504	772	783	204	406	732	tRNA A37 threonylcarbamoyladenosine dehydratase	COG1179 - tRNA A37 threonylcarbamoyladenosine dehydratase<br/><br/>	pfam00899 - ThiF<br/><br/>						0	0	2264867495	24851	25582	-
2264876505	589	543	174	343	543	hypothetical protein							1	0	0	2264867495	25600	26142	-
2264876506	76	63	13	28	444	Holliday junction endonuclease RuvC	COG0817 - Holliday junction resolvasome RuvABC endonuclease subunit<br/><br/>	pfam02075 - RuvC<br/><br/>	TIGR00228 - crossover junction endodeoxyribonuclease RuvC<br/><br/>	EC:3.1.22.4 - Crossover junction endodeoxyribonuclease.<br/><br/>	KO:K01159 - ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]<br/><br/>	414 - Holliday junction endonuclease RuvC (EC 3.1.22.4)<br/><br/>		0	0	2264867495	26441	26884	+
2264876507	383	282	59	125	2787	PAS domain S-box-containing protein	COG0642 - Signal transduction histidine kinase<br/><br/>	pfam00072 - Response_reg<br/><br/>pfam02743 - dCache_1<br/><br/>pfam13426 - PAS_9<br/><br/>pfam02518 - HATPase_c<br/><br/>pfam00672 - HAMP<br/><br/>	TIGR00229 - PAS domain S-box<br/><br/>				2	0	0	2264867495	26876	29662	-
2264876508	216	166	41	94	1236	urea transport system substrate-binding protein	"COG0683 - ABC-type branched-chain amino acid transport system, periplasmic component<br/><br/>"	pfam13433 - Peripla_BP_5<br/><br/>	"TIGR03407 - urea ABC transporter, urea binding protein<br/><br/>"		KO:K11959 - urtA; urea transport system substrate-binding protein<br/><br/>		1	0	0	2264867495	29659	30894	-
2264876509	114	106	26	56	978	"SPFH domain, Band 7 family protein"	"COG0330 - Regulator of protease activity HflC, stomatin/prohibitin superfamily<br/><br/>"	pfam01145 - Band_7<br/><br/>				"1888 - SPFH domain, Band 7 family protein<br/><br/>"	1	0	0	2264867495	30900	31877	-
2264876510	73	33	11	18	423	hypothetical protein	COG1585 - Membrane protein implicated in regulation of membrane protease activity<br/><br/>	pfam01957 - NfeD<br/><br/>			KO:K07340 - ybbJ; inner membrane protein<br/><br/>		2	0	0	2264867495	31880	32302	-
2264876511	412	301	57	113	2262	type IV pilus assembly protein PilB	COG2804 - Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB<br/><br/>	pfam05157 - T2SSE_N<br/><br/>pfam00437 - T2SSE<br/><br/>			KO:K02652 - pilB; type IV pilus assembly protein PilB<br/><br/>			1	0	2264867495	32392	34653	+
2264876512	170	129	34	48	582	Outer membrane protein beta-barrel domain-containing protein		pfam13505 - OMP_b-brl<br/><br/>						0	0	2264867495	34940	35521	+
2264876513	149	107	27	47	342	Macrophage migration inhibitory factor (MIF)		pfam01187 - MIF<br/><br/>						0	0	2264867495	35521	35862	+
2264876514	118	77	18	41	540	AmpD protein		pfam01510 - Amidase_2<br/><br/>			KO:K03806 - ampD; AmpD protein<br/><br/>			0	0	2264867495	35846	36385	+
2264876515	230	183	57	71	864	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases		pfam00027 - cNMP_binding<br/><br/>						0	0	2264867495	36412	37275	+
2264876516	163	154	40	53	807	hypothetical protein								0	0	2264867495	37467	38273	+
2264876517	232	167	35	67	1581	Choline dehydrogenase	COG2303 - Choline dehydrogenase or related flavoprotein<br/><br/>	pfam00732 - GMC_oxred_N<br/><br/>pfam05199 - GMC_oxred_C<br/><br/>						0	0	2264867495	38261	39841	-
2264876518	33	11	3	6	516	Membrane bound FAD containing D-sorbitol dehydrogenase		pfam12318 - FAD-SLDH<br/><br/>						0	0	2264867495	39834	40349	-
2264876519	113	71	12	26	2736	Cellulose synthase operon protein C C-terminus (BCSC_C)		pfam05420 - BCSC_C<br/><br/>						0	0	2264867495	40349	43084	-
2264876520	51	33	3	14	1014	endoglucanase	"COG3405 - Endo-1,4-beta-D-glucanase Y<br/><br/>"	pfam01270 - Glyco_hydro_8<br/><br/>		EC:3.2.1.4 - Cellulase.<br/><br/>	KO:K01179 - E3.2.1.4; endoglucanase [EC:3.2.1.4]<br/><br/>			0	0	2264867495	43081	44094	-
2264876521	88	55	10	31	2136	cellulose synthase subunit		pfam03170 - BcsB<br/><br/>						0	0	2264867495	44138	46273	-
2264876522	36	33	4	11	282	Cation/multidrug efflux pump		pfam00873 - ACR_tran<br/><br/>			"KO:K18138 - acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump<br/><br/>"			0	0	2264867496	3	284	-
2264876523	54	49	7	25	519	hypothetical protein							4	0	0	2264867496	420	938	-
2264876524	56	19	14	21	291	hypothetical protein	COG1669 - Predicted nucleotidyltransferase<br/><br/>	pfam01909 - NTP_transf_2<br/><br/>			KO:K07075 - K07075; uncharacterized protein<br/><br/>			0	0	2264867496	1102	1392	-
2264876525	190	131	37	72	3033	multidrug efflux pump	COG0841 - Multidrug efflux pump subunit AcrB<br/><br/>	pfam00873 - ACR_tran<br/><br/>	TIGR00915 - The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family<br/><br/>		"KO:K18138 - acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump<br/><br/>"		12	0	0	2264867496	1467	4499	-
2264876526	62	54	12	45	1125	"membrane fusion protein, multidrug efflux system"	COG0845 - Multidrug efflux pump subunit AcrA (membrane-fusion protein)<br/><br/>	pfam16576 - HlyD_D23<br/><br/>	"TIGR01730 - RND family efflux transporter, MFP subunit<br/><br/>"		"KO:K03585 - acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system<br/><br/>"		1	0	0	2264867496	4503	5627	-
2264876527	31	27	10	25	819	Protein of unknown function (DUF4435)		pfam14491 - DUF4435<br/><br/>						0	0	2264867496	5651	6469	-
2264876528	81	62	22	68	1074	Predicted ATP-dependent endonuclease of the OLD family		pfam13304 - AAA_21<br/><br/>pfam00005 - ABC_tran<br/><br/>						0	0	2264867496	6466	7539	-
2264876529	93	114	44	89	1407	"efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family"	COG1538 - Outer membrane protein TolC<br/><br/>	pfam02321 - OEP<br/><br/>	"TIGR01845 - efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family<br/><br/>"					0	0	2264867496	7645	9051	-
2264876530	49	57	35	79	561	"transcriptional regulator, TetR family"	"COG1309 - DNA-binding transcriptional regulator, AcrR family<br/><br/>"					"2313 - transcriptional regulator, TetR family<br/><br/>"		0	0	2264867496	9048	9608	-
2264876531	83	42	12	17	729	zinc/manganese transport system permease protein	"COG1108 - ABC-type Mn2+/Zn2+ transport system, permease component<br/><br/>"	pfam00950 - ABC-3<br/><br/>			KO:K02075 - ABC.ZM.P; zinc/manganese transport system permease protein<br/><br/>		8	0	0	2264867496	9854	10582	-
2264876532	82	77	15	31	897	zinc/manganese transport system substrate-binding protein	"COG0803 - ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA<br/><br/>"	pfam01297 - ZnuA<br/><br/>			KO:K02077 - ABC.ZM.S; zinc/manganese transport system substrate-binding protein<br/><br/>			0	0	2264867496	10586	11482	-
2264876533	66	63	16	42	1221	hypothetical protein								0	0	2264867496	11497	12717	-
2264876534	22	20	4	8	255	hypothetical protein								0	0	2264867496	12814	13068	-
2264876535	43	31	5	9	183	hypothetical protein								0	0	2264867496	13080	13262	+
2264876536	99	65	16	29	306	hypothetical protein							2	0	0	2264867496	13280	13585	-
2264876537	1198	859	196	375	2784	Isoleucyl-tRNA synthetase	COG0060 - Isoleucyl-tRNA synthetase<br/><br/>	pfam08264 - Anticodon_1<br/><br/>pfam00133 - tRNA-synt_1<br/><br/>	TIGR00392 - isoleucyl-tRNA synthetase<br/><br/>	EC:6.1.1.5 - Isoleucine--tRNA ligase.<br/><br/>	"KO:K01870 - IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]<br/><br/>"	399 - Isoleucyl-tRNA synthetase (EC 6.1.1.5)<br/><br/>		2	0	2264867496	13822	16605	+
2264876538	310	220	49	112	615	protein of unknown function (DUF4126)		pfam13548 - DUF4126<br/><br/>					2	0	0	2264867496	16605	17219	+
2264876539	361	290	73	110	483	hypothetical protein								0	0	2264867496	17302	17784	-
2264876540	155	93	15	51	1329	Polyferredoxin		pfam12801 - Fer4_5<br/><br/>pfam13746 - Fer4_18<br/><br/>					5	1	0	2264867496	17952	19280	+
2264876541	111	96	14	46	432	hypothetical protein							2	0	0	2264867496	19273	19704	+
2264876542	129	102	23	31	276	Dihaem cytochrome c		pfam09626 - DHC<br/><br/>						1	0	2264867496	19722	19997	+
2264876543	131	91	17	25	381	hypothetical protein								0	0	2264867496	19997	20377	+
2264876544	133	112	27	34	357	cytochrome c	COG3474 - Cytochrome c2<br/><br/>	pfam00034 - Cytochrom_C<br/><br/>			KO:K08738 - CYC; cytochrome c<br/><br/>			1	0	2264867496	20374	20730	+
2264876545	286	206	48	70	666	phosphoserine phosphatase	COG0560 - Phosphoserine phosphatase<br/><br/>	pfam12710 - HAD<br/><br/>	"TIGR00338 - phosphoserine phosphatase SerB<br/><br/>TIGR01488 - Haloacid Dehalogenase superfamily, subfamily IB, phosphoserine phosphatase-like<br/><br/>TIGR01494 - ATPase, P-type (transporting), HAD superfamily, subfamily IC<br/><br/>"	EC:3.1.3.3 - Phosphoserine phosphatase.<br/><br/>	"KO:K01079 - serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]<br/><br/>"			0	0	2264867496	20734	21399	+
2264876546	477	396	95	158	1653	"HD-GYP domain, c-di-GMP phosphodiesterase class II (or its inactivated variant)"	"COG2206 - HD-GYP domain, c-di-GMP phosphodiesterase class II (or its inactivated variant)<br/><br/>"	pfam13487 - HD_5<br/><br/>pfam01590 - GAF<br/><br/>						0	0	2264867496	21387	23039	-
2264876547	393	423	105	136	687	protein-L-isoaspartate(D-aspartate) O-methyltransferase	COG2518 - Protein-L-isoaspartate O-methyltransferase<br/><br/>	pfam01135 - PCMT<br/><br/>		EC:2.1.1.77 - Protein-L-isoaspartate(D-aspartate) O-methyltransferase.<br/><br/>	"KO:K00573 - E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]<br/><br/>"			0	0	2264867496	23443	24129	+
2264876548	301	237	61	95	831	agmatinase	COG0010 - Arginase family enzyme<br/><br/>	pfam00491 - Arginase<br/><br/>	TIGR01230 - agmatinase<br/><br/>	EC:3.5.3.11 - Agmatinase.<br/><br/>	KO:K01480 - speB; agmatinase [EC:3.5.3.11]<br/><br/>			0	0	2264867496	24268	25098	+
2264876549	434	263	65	106	1905	arginine decarboxylase	COG1166 - Arginine decarboxylase (spermidine biosynthesis)<br/><br/>	pfam02784 - Orn_Arg_deC_N<br/><br/>pfam00278 - Orn_DAP_Arg_deC<br/><br/>	"TIGR01273 - arginine decarboxylase, biosynthetic<br/><br/>"	EC:4.1.1.19 - Arginine decarboxylase.<br/><br/>	KO:K01585 - speA; arginine decarboxylase [EC:4.1.1.19]<br/><br/>	488 - arginine decarboxylase (EC 4.1.1.19)<br/><br/>		0	0	2264867496	25101	27005	-
2264876550	292	187	46	62	1134	carboxynorspermidine decarboxylase	COG0019 - Diaminopimelate decarboxylase<br/><br/>	pfam00278 - Orn_DAP_Arg_deC<br/><br/>	TIGR01047 - carboxynorspermidine decarboxylase<br/><br/>	EC:4.1.1.96 - Carboxynorspermidine decarboxylase.<br/><br/>	KO:K13747 - nspC; carboxynorspermidine decarboxylase [EC:4.1.1.96]<br/><br/>	6420 - carboxynorspermidine decarboxylase (EC 4.1.1.-)<br/><br/>		0	0	2264867496	27053	28186	-
2264876551	285	207	58	71	1212	"saccharopine dehydrogenase (NAD+, L-lysine forming)"	"COG1748 - Saccharopine dehydrogenase, NADP-dependent<br/><br/>"	pfam16653 - Sacchrp_dh_C<br/><br/>pfam03435 - Sacchrp_dh_NADP<br/><br/>		"EC:1.5.1.7 - Saccharopine dehydrogenase (NAD(+), L-lysine-forming).<br/><br/>"	"KO:K00290 - LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]<br/><br/>"			0	0	2264867496	28183	29394	-
2264876552	243	199	46	87	1047	hypothetical protein	COG3608 - Predicted deacylase<br/><br/>	pfam04952 - AstE_AspA<br/><br/>			KO:K06987 - K06987; uncharacterized protein<br/><br/>			0	0	2264867496	29438	30484	-
2264876553	239	209	39	87	912	ribosomal protein S6--L-glutamate ligase	"COG0189 - Glutathione synthase/RimK-type ligase, ATP-grasp superfamily<br/><br/>"	pfam08443 - RimK<br/><br/>	"TIGR00768 - alpha-L-glutamate ligase, RimK family<br/><br/>"	EC:6.3.2.- - Ligases. Forming carbon-nitrogen bonds. Acid--amino-acid ligases (peptide synthases).<br/><br/>	KO:K05844 - rimK; ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]<br/><br/>			0	0	2264867496	30481	31392	-
2264876554	99	66	19	45	522	Uncharacterized conserved protein	COG4067 - Uncharacterized conserved protein<br/><br/>	pfam05618 - Zn_protease<br/><br/>						0	0	2264867496	31392	31913	-
2264876555	44	38	11	19	360	hypothetical protein							1	0	0	2264867496	32036	32395	-
2264876556	71	43	14	18	636	Thermostable hemolysin		pfam12261 - T_hemolysin<br/><br/>						0	0	2264867496	32707	33342	+
2264876557	35	9	4	10	123	hypothetical protein								0	0	2264867496	33479	33601	-
2264876558	150	113	22	65	576	orotate phosphoribosyltransferase	COG0461 - Orotate phosphoribosyltransferase<br/><br/>	pfam00156 - Pribosyltran<br/><br/>	"TIGR01367 - orotate phosphoribosyltransferase, Thermus family<br/><br/>TIGR00336 - orotate phosphoribosyltransferase<br/><br/>"	EC:2.4.2.10 - Orotate phosphoribosyltransferase.<br/><br/>	KO:K00762 - pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]<br/><br/>	1392 - orotate phosphoribosyltransferase (EC 2.4.2.10)<br/><br/>		0	0	2264867496	33745	34320	+
2264876559	634	381	72	187	1662	ribonuclease J	COG0595 - mRNA degradation ribonuclease J1/J2<br/><br/>	pfam07521 - RMMBL<br/><br/>pfam00753 - Lactamase_B<br/><br/>	"TIGR00649 - beta-CASP ribonuclease, RNase J family<br/><br/>"	EC:3.1.- - Hydrolases. Acting on ester bonds.<br/><br/>	KO:K12574 - rnj; ribonuclease J [EC:3.1.-.-]<br/><br/>			0	0	2264867496	34320	35981	+
2264876560	723	479	78	182	2571	"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"	COG1674 - DNA segregation ATPase FtsK/SpoIIIE and related proteins<br/><br/>	pfam09397 - Ftsk_gamma<br/><br/>pfam13491 - FtsK_4TM<br/><br/>pfam01580 - FtsK_SpoIIIE<br/><br/>			"KO:K03466 - ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family<br/><br/>"		5	0	0	2264867496	36028	38598	+
2264876561	146	104	27	38	645	outer membrane lipoprotein carrier protein	COG2834 - Outer membrane lipoprotein-sorting protein<br/><br/>	pfam03548 - LolA<br/><br/>	TIGR00547 - periplasmic chaperone LolA<br/><br/>		KO:K03634 - lolA; outer membrane lipoprotein carrier protein<br/><br/>		1	0	0	2264867496	38598	39242	+
2264876562	255	142	45	62	1056	Long-chain fatty acid transport protein	COG2067 - Long-chain fatty acid transport protein<br/><br/>	pfam03349 - Toluene_X<br/><br/>						0	0	2264867496	39235	40290	+
2264876563	114	46	17	47	1281	hypothetical protein							1	0	0	2264867496	40541	41821	-
2264876564	12	3	2	3	96	hypothetical protein								0	0	2264867496	41980	42075	-
2264876565	93	63	21	30	1440	transposase	COG3436 - Transposase<br/><br/>	pfam03050 - DDE_Tnp_IS66<br/><br/>			KO:K07484 - K07484; transposase<br/><br/>			0	0	2264867496	42132	43571	-
2264876566	330	195	36	79	1257	"Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains"	"COG4536 - Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains<br/><br/>"	pfam00571 - CBS<br/><br/>pfam03471 - CorC_HlyC<br/><br/>pfam01595 - DUF21<br/><br/>					4	0	0	2264867497	167	1423	-
2264876567	232	115	30	55	816	"ABC-type uncharacterized transport system, permease component"	"COG4137 - ABC-type uncharacterized transport system, permease component<br/><br/>"	pfam01578 - Cytochrom_C_asm<br/><br/>					8	0	0	2264867497	1500	2315	-
2264876568	168	135	39	44	1017	Predicted transposase YbfD/YdcC associated with H repeats	COG5433 - Predicted transposase YbfD/YdcC associated with H repeats<br/><br/>	pfam01609 - DDE_Tnp_1<br/><br/>pfam13808 - DDE_Tnp_1_assoc<br/><br/>						0	0	2264867497	2541	3557	+
2264876569	239	285	47	120	1296	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	COG0766 - UDP-N-acetylglucosamine enolpyruvyl transferase<br/><br/>	pfam00275 - EPSP_synthase<br/><br/>	TIGR01072 - UDP-N-acetylglucosamine 1-carboxyvinyltransferase<br/><br/>	EC:2.5.1.7 - UDP-N-acetylglucosamine 1-carboxyvinyltransferase.<br/><br/>	KO:K00790 - murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]<br/><br/>			0	0	2264867497	3808	5103	+
2264876570	174	189	40	57	678	ATP phosphoribosyltransferase	COG0040 - ATP phosphoribosyltransferase<br/><br/>	pfam01634 - HisG<br/><br/>	TIGR00070 - ATP phosphoribosyltransferase<br/><br/>	EC:2.4.2.17 - ATP phosphoribosyltransferase.<br/><br/>	KO:K00765 - hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]<br/><br/>			0	0	2264867497	5096	5773	+
